arxiv_id
1607.07032
1512.04143
1506.04579
1412.7062
1412.6856
1412.1441
1411.5752
1411.4038
1409.0575
1408.5093
1312.5402
1312.2249
1704.02966
1701.06659
1612.06851
1611.10012
1604.03540
1603.08695
1602.07261
1506.06204
1502.05082
1405.0312
2003.11818
2001.04086
1912.05070
1912.05027
1912.02424
1911.12448
1911.11907
1911.09929
1911.09737
1911.09516
1911.06667
2002.05712
1909.02466
1909.00948
1908.04646
1907.09595
1905.02244
1904.11490
1904.08900
1904.07392
1904.04620
1904.02701
1903.10979
1903.00621
1902.09630
1901.03353
1901.03278
1901.01892
1811.04533
1811.02545
1811.12231
1807.11626
1803.08904
1711.07767
1711.06897
1708.04896
1706.02515
1703.00551
1608.01471
1605.07648
1411.4280
1512.04412
1511.07571
1511.07131
1511.04003
1511.02300
1506.06981
1505.05836
1504.06066
1412.1283
1406.6962
1901.08043
1811.11168
1811.10742
1811.05432
1807.11590
1805.03344
1805.09300
1803.09331
1803.08225
1711.08189
1711.08229
1706.02677
1705.07750
1705.02950
1704.00159
1703.07570
1703.06211
1702.02138
1701.01779
1612.00496
1612.00137
1611.07709
1611.05424
1604.04693
1505.00468
1406.2283
1312.4659
1907.12209
1903.04688
1903.04197
1903.02120
1803.03474
1705.00389
1704.03155
1608.06197
1509.04874
1502.07411
2310.09478
2310.07704
2310.03744
2309.10020
2307.04767
2307.01197
2307.01187
2305.10601
2305.03048
2304.08485
2304.06712
2304.06718
2304.04709
2303.16199
2303.12712
2303.11381
2303.04671
2302.13971
2212.02499
2211.16312
2209.09407
2207.01987
2206.02777
2205.01068
2204.02574
2204.02311
2201.11903
2112.12143
2112.09106
2112.03857
2104.13921
1704.00675
1505.04870
1704.02386
1612.03129
1611.08303
1611.08272
1604.01685
1603.08678
1506.02025
1409.5403
1407.1808
2308.02487
2305.18980
2304.03284
2303.08131
2303.06674
2303.05499
2212.11270
2211.06220
2207.07115
2208.10128
2203.11876
2201.00487
2112.01518
2112.01527
2111.12698
2105.15203
2105.06464
2104.12763
2103.07941
1812.05050
1811.11611
1809.03327
2103.14030
1607.07155
1606.04446
1604.02135
1604.00600
1511.07356
1505.01749
2303.04995
2211.11711
2209.10222
2203.14195
2203.14145
2202.13711
2202.10629
2111.01124
2110.12976
2108.11673
2106.09296
2106.06041
2103.14347
2103.14222
2102.10454
2102.07325
2102.01862
2012.12235
2007.08714
2006.14748
2006.10013
2003.12862
2003.01690
2003.01249
1906.03499
1905.13736
1905.00877
1904.12843
1903.12561
1901.08573
1812.03411
1806.11146
1802.00420
1801.09344
1711.00851
1708.06733
1706.06083
1705.09064
1702.06280
1702.04267
1608.04644
1412.6572
2101.00190
2303.10883
2205.13535
2205.11283
2203.15243
2203.14681
2203.12119
2108.03871
2107.13586
2106.14855
2104.12099
2104.10475
2104.02628
2103.10596
2103.04011
2009.00726
2007.08113
2008.11048
1911.08718
2105.09451
1904.09569
1805.04953
1712.04142
1712.02478
1712.01361
1705.09765
1704.08992
1503.08663
1406.2807
2310.08381
2308.13960
2307.00331
2306.12190
2304.11834
2302.09369
2301.13741
2301.02120
2210.17323
2209.01667
2208.07339
2206.05862
2206.01861
2205.13574
2204.11218
2202.09844
2111.13445
2109.13916
2108.07258
2106.12379
2106.10404
2105.00227
2103.13630
2103.02503
2103.01542
2012.12877
2010.03058
2008.03703
2002.03875
1911.11134
1911.05248
1909.12741
